Reactant_1,Reactant_2,Product,Temp_Min,Temp_Max,Pressure_Min,Pressure_Max,Best_Catalyst,Catalyst_Type,Performance,Selectivity,Notes,,,,,,,#NAME?
Butane,Nitrous Oxide,Butane oxide,310,460,1,2,Lanthanum Oxide,Rare Earth Oxide,79,84,"Moderate performance, used in specific conditions.",,,,,,,
Butane,Nitrous Oxide,Butane oxide,320,470,1.5,3,Cerium Oxide,Rare Earth Oxide,80,85,"Moderate performance, used in specific conditions.",,,,,,,
Butane,Nitrous Oxide,Butane oxide,330,480,1,2.5,Strontium Oxide,Alkaline Earth Oxide,77,83,"Moderate performance, used in specific conditions.",,,,,,,
Butane,Nitrous Oxide,Butane oxide,340,490,1.5,3,Barium Oxide,Alkaline Earth Oxide,76,82,"Moderate performance, used in specific conditions.",,,,,,,
Butane,Nitrous Oxide,Butane oxide,350,500,1,2,Calcium Oxide,Alkaline Earth Oxide,75,81,"Moderate performance, used in specific conditions.",,,,,,,
Butane,Nitrous Oxide,Butane oxide,360,510,1.5,3,Yttrium Oxide,Rare Earth Oxide,78,84,"Moderate performance, used in specific conditions.",,,,,,,
Butane,Nitrous Oxide,Butane oxide,370,520,1,2.5,Tungsten Oxide,Transition Metal Oxide,83,88,"Moderate performance, used in specific conditions.",,,,,,,
Butane,Nitrous Oxide,Butane oxide,380,530,1.5,3,Vanadium Oxide,Transition Metal Oxide,82,87,"Moderate performance, used in specific conditions.",,,,,,,
Butane,Nitrous Oxide,Butane oxide,390,540,1,2,Tantalum Oxide,Transition Metal Oxide,81,86,"Moderate performance, used in specific conditions.",,,,,,,
Butane,Nitrous Oxide,Butane oxide,400,550,1.5,3,Niobium Oxide,Transition Metal Oxide,80,85,"Moderate performance, used in specific conditions.",,,,,,,
Butane,Nitrous Oxide,Butane oxide,410,560,1,2,Silicon Dioxide,Solid Acid,74,80,"Moderate performance, used in specific conditions.",,,,,,,
Butane,Nitrous Oxide,Butane oxide,420,570,1.5,3,Magnesium Oxide,Alkaline Earth Oxide,76,82,"Moderate performance, used in specific conditions.",,,,,,,
Butane,Nitrous Oxide,Butane oxide,430,580,1,2.5,Copper Oxide,Transition Metal Oxide,82,87,"Moderate performance, used in specific conditions.",,,,,,,
Butane,Nitrous Oxide,Butane oxide,440,590,1.5,3,Lead Oxide,Transition Metal Oxide,73,79,"Moderate performance, but toxic and less commonly used.",,,,,,,
Butane,Nitrous Oxide,Butane oxide,450,600,1,2,Bismuth Oxide,Transition Metal Oxide,75,81,"Moderate performance, used in specific conditions.",,,,,,,
Butane,Nitrous Oxide,Butane oxide,460,610,1.5,3,Antimony Oxide,Transition Metal Oxide,74,80,"Moderate performance, used in specific conditions.",,,,,,,
Butane,Nitrous Oxide,Butane oxide,470,620,1,2,Tin Oxide,Transition Metal Oxide,77,83,"Moderate performance, used in specific conditions.",,,,,,,
Butane,Nitrous Oxide,Butane oxide,480,630,1.5,3,Ruthenium Oxide,Noble Metal Oxide,88,92,"Good performance, but expensive.",,,,,,,
Butane,Nitrous Oxide,Butane oxide,490,640,1,2,Osmium Oxide,Noble Metal Oxide,87,91,"Good performance, but very expensive.",,,,,,,
Butane,Nitrous Oxide,Butane oxide,500,650,1.5,3,Iridium Oxide,Noble Metal Oxide,89,93,"High performance, but very expensive.",,,,,,,
Butane,Nitrous Oxide,Butane oxide,510,660,1,2,Tungsten Carbide,Transition Metal Carbide,85,90,"Good performance, used in specific conditions.",,,,,,,
Butane,Nitrous Oxide,Butane oxide,520,670,1.5,3,Palladium Chloride,Noble Metal Compound,90,94,"High performance, but expensive.",,,,,,,
Butane,Oxygen,Acetone,150,300,1,2,Palladium,Noble Metal,93,96,"Highly effective, excellent yield and selectivity, but expensive.",,,,,,,
Butane,Oxygen,Acetone,150,300,1,2,Platinum,Noble Metal,95,98,"Highly effective, excellent yield and selectivity, but very expensive.",,,,,,,
Butane,Oxygen,Acetone,150,300,1,2,Rhodium,Noble Metal,94,97,"Highly effective, excellent yield and selectivity, but very expensive.",,,,,,,
Butane,Oxygen,Acetone,150,300,1,2,Nickel,Transition Metal,88,92,"Good performance, used in specific conditions.",,,,,,,
Butane,Oxygen,Acetone,150,300,1,2,Iron,Transition Metal,82,87,"Moderate performance, used in specific conditions.",,,,,,,
Butane,Oxygen,Acetone,150,300,1,2,Copper,Transition Metal,85,90,"Moderate performance, used in specific conditions.",,,,,,,
Butane,Oxygen,Acetone,150,300,1,2,Cobalt,Transition Metal,84,89,"Moderate performance, used in specific conditions.",,,,,,,
Butane,Oxygen,Acetone,150,300,1,2,Silver,Noble Metal,90,94,"High performance, but expensive.",,,,,,,
Butane,Oxygen,Acetone,150,300,1,2,Gold,Noble Metal,89,93,"High performance, but very expensive.",,,,,,,
Butane,Oxygen,Acetone,150,300,1,2,Tungsten,Transition Metal,83,88,"Moderate performance, used in specific conditions.",,,,,,,
Butane,Oxygen,Acetone,150,300,1,2,Molybdenum,Transition Metal,86,91,"Good performance, used in specific conditions.",,,,,,,
Butane,Oxygen,Acetone,150,300,1,2,Titanium,Transition Metal,81,86,"Moderate performance, used in specific conditions.",,,,,,,
Butane,Oxygen,Acetone,150,300,1,2,Zirconium,Transition Metal,82,87,"Moderate performance, used in specific conditions.",,,,,,,
Butane,Oxygen,Acetone,150,300,1,2,Vanadium,Transition Metal,84,89,"Moderate performance, used in specific conditions.",,,,,,,
Butane,Oxygen,Acetone,150,300,1,2,Chromium,Transition Metal,80,85,"Moderate performance, used in specific conditions.",,,,,,,
Butane,Oxygen,Acetone,150,300,1,2,Aluminum,Metal,75,82,"Moderate performance, used in specific conditions.",,,,,,,
Butane,Oxygen,Acetone,150,300,1,2,Indium,Metal,76,83,"Moderate performance, used in specific conditions.",,,,,,,
Butane,Oxygen,Acetone,150,300,1,2,Tin,Metal,74,80,"Moderate performance, used in specific conditions.",,,,,,,
Butane,Oxygen,Acetone,150,300,1,2,Lead,Metal,72,78,"Moderate performance, but toxic and less commonly used.",,,,,,,
Butane,Oxygen,Acetone,150,300,1,2,Bismuth,Metal,73,79,"Moderate performance, used in specific conditions.",,,,,,,
Butane,Oxygen,Acetone,150,300,1,2,Ruthenium,Noble Metal,92,95,"Highly effective, excellent yield and selectivity, but expensive.",,,,,,,
Butane,Oxygen,Acetone,150,300,1,2,Osmium,Noble Metal,91,94,"Highly effective, excellent yield and selectivity, but very expensive.",,,,,,,
Butane,Oxygen,Acetone,150,300,1,2,Iridium,Noble Metal,93,96,"Highly effective, excellent yield and selectivity, but very expensive.",,,,,,,
Butane,Oxygen,Acetone,150,300,1,2,Platinum Oxide,Noble Metal Oxide,90,94,"High performance, but very expensive.",,,,,,,
Butane,Oxygen,Acetone,150,300,1,2,Palladium Oxide,Noble Metal Oxide,89,93,"High performance, but expensive.",,,,,,,
Butane,Oxygen,Acetone,150,300,1,2,Rhodium Oxide,Noble Metal Oxide,91,95,"High performance, but very expensive.",,,,,,,
Butane,Oxygen,Acetone,150,300,1,2,Nickel Oxide,Transition Metal Oxide,85,90,"Moderate performance, used in specific conditions.",,,,,,,
Butane,Oxygen,Acetone,150,300,1,2,Copper Oxide,Transition Metal Oxide,84,89,"Moderate performance, used in specific conditions.",,,,,,,
Butane,Oxygen,Acetone,150,300,1,2,Cobalt Oxide,Transition Metal Oxide,83,88,"Moderate performance, used in specific conditions.",,,,,,,
Butane,Oxygen,Acetone,150,300,1,2,Iron Oxide,Transition Metal Oxide,82,87,"Moderate performance, used in specific conditions.",,,,,,,
Butane,Oxygen,Acetone,150,300,1,2,Platinum on Carbon,Supported Noble Metal,94,97,"Highly effective, excellent yield and selectivity, but very expensive.",,,,,,,
Butane,Oxygen,Acetone,150,300,1,2,Palladium on Carbon,Supported Noble Metal,93,96,"Highly effective, excellent yield and selectivity, but expensive.",,,,,,,
Butane,Oxygen,Acetone,150,300,1,2,Rhodium on Alumina,Supported Noble Metal,92,95,"Highly effective, excellent yield and selectivity, but very expensive.",,,,,,,
Butane,Oxygen,Acetone,150,300,1,2,Nickel on Alumina,Supported Metal,87,91,"Good performance, used in specific conditions.",,,,,,,
Butane,Oxygen,Acetone,150,300,1,2,Copper on Alumina,Supported Metal,85,89,"Moderate performance, used in specific conditions.",,,,,,,
Butane,Oxygen,Acetone,150,300,1,2,Vanadium Phosphate,Mixed Metal Oxide,86,90,"Good performance, used in specific conditions.",,,,,,,
Butane,Oxygen,Acetone,150,300,1,2,Mo–V–Nb Mixed Oxide,Mixed Metal Oxide,88,92,"Good performance, used in specific conditions.",,,,,,,
Butane,Oxygen,Acetone,150,300,1,2,Tungsten Carbide,Transition Metal Carbide,85,90,"Good performance, used in specific conditions.",,,,,,,
Butane,Oxygen,Acetone,150,300,1,2,Molybdenum Carbide,Transition Metal Carbide,84,89,"Moderate performance, used in specific conditions.",,,,,,,
Butane,Oxygen,Acetone,150,300,1,2,Nickel Phosphide,Transition Metal Phosphide,83,88,"Moderate performance, used in specific conditions.",,,,,,,
Butane,Oxygen,Acetone,150,300,1,2,Cobalt Phosphide,Transition Metal Phosphide,82,87,"Moderate performance, used in specific conditions.",,,,,,,
Butane,Oxygen,Butanol,200,350,1,2,Copper,Transition Metal,85,90,"Moderate performance, used in specific conditions.",,,,,,,
Butane,Oxygen,Butanol,220,350,1,2,Silver,Noble Metal,90,94,"High performance, but expensive.",,,,,,,
Butane,Oxygen,Butanol,230,350,1,2,Platinum,Noble Metal,95,98,"Highly effective, excellent yield and selectivity, but very expensive.",,,,,,,
Butane,Oxygen,Butanol,240,360,1,2,Palladium,Noble Metal,93,96,"Highly effective, excellent yield and selectivity, but expensive.",,,,,,,
Butane,Oxygen,Butanol,250,370,1,2,Nickel,Transition Metal,88,92,"Good performance, used in specific conditions.",,,,,,,
Butane,Oxygen,Butanol,200,330,1,2,Iron,Transition Metal,82,87,"Moderate performance, used in specific conditions.",,,,,,,
Butane,Oxygen,Butanol,220,350,1,2,Manganese,Transition Metal,80,85,"Moderate performance, used in specific conditions.",,,,,,,
Butane,Oxygen,Butanol,240,360,1,2,Chromium,Transition Metal,78,84,"Moderate performance, used in specific conditions.",,,,,,,
Butane,Oxygen,Butanol,210,340,1,2,Vanadium,Transition Metal,84,89,"Moderate performance, used in specific conditions.",,,,,,,
Butane,Oxygen,Butanol,250,370,1,2,Cobalt,Transition Metal,86,91,"Good performance, used in specific conditions.",,,,,,,
Butane,Oxygen,Butanol,230,350,1,2,Zinc,Transition Metal,81,86,"Moderate performance, used in specific conditions.",,,,,,,
Butane,Oxygen,Butanol,220,340,1,2,Tantalum,Transition Metal,83,88,"Moderate performance, used in specific conditions.",,,,,,,
Butane,Oxygen,Butanol,200,320,1,2,Titanium,Transition Metal,82,87,"Moderate performance, used in specific conditions.",,,,,,,
Butane,Oxygen,Butanol,250,370,1,2,Ruthenium,Noble Metal,92,95,"Highly effective, excellent yield and selectivity, but expensive.",,,,,,,
Butane,Oxygen,Butanol,240,360,1,2,Molybdenum,Transition Metal,85,90,"Moderate performance, used in specific conditions.",,,,,,,
Butane,Oxygen,Butanol,210,330,1,2,Zirconium,Transition Metal,84,89,"Moderate performance, used in specific conditions.",,,,,,,
Butane,Oxygen,Butanol,230,350,1,2,Rhodium,Noble Metal,94,97,"Highly effective, excellent yield and selectivity, but very expensive.",,,,,,,
Butane,Oxygen,Butanol,220,340,1,2,Tungsten,Transition Metal,83,88,"Moderate performance, used in specific conditions.",,,,,,,
Butane,Oxygen,Butanol,240,360,1,2,Niobium,Transition Metal,82,87,"Moderate performance, used in specific conditions.",,,,,,,
Butane,Oxygen,Butanol,250,370,1,2,Magnesium,Alkaline Earth Metal,75,82,"Moderate performance, used in specific conditions.",,,,,,,
Butane,Oxygen,Butanone,250,400,1,2,Tantalum,Metal,65,80,"Moderate activity, requires high temperature.",,,,,,,
Butane,Oxygen,Butanone,250,400,1,2,Tungsten,Metal,70,85,"High selectivity, stable under reaction conditions.",,,,,,,
Butane,Oxygen,Butanone,250,400,1,2,Molybdenum,Metal,75,90,"Excellent performance, commonly used in oxidation reactions.",,,,,,,
Butane,Oxygen,Butanone,250,400,1,2,Vanadium,Metal,60,75,"Good activity, but lower selectivity.",,,,,,,
Butane,Oxygen,Butanone,250,400,1,2,Niobium,Metal,68,82,"Moderate yield, stable catalyst.",,,,,,,
Butane,Oxygen,Butanone,250,400,1,2,Titanium,Metal,55,70,"Low to moderate activity, requires optimization.",,,,,,,
Butane,Oxygen,Butanone,250,400,1,2,Zirconium,Metal,62,78,Stable but moderate performance.,,,,,,,
Butane,Oxygen,Butanone,250,400,1,2,Chromium,Metal,58,72,"Moderate activity, prone to deactivation.",,,,,,,
Butane,Oxygen,Butanone,250,400,1,2,Iron,Metal,50,65,"Low yield, but cost-effective.",,,,,,,
Butane,Oxygen,Butanone,250,400,1,2,Cobalt,Metal,72,88,"High activity, good selectivity.",,,,,,,
Butane,Oxygen,Butanone,250,400,1,2,Nickel,Metal,74,87,"Excellent performance, widely used in industrial processes.",,,,,,,
Butane,Oxygen,Butanone,250,400,1,2,Copper,Metal,67,83,"Good activity, but sensitive to reaction conditions.",,,,,,,
Butane,Oxygen,Butanone,250,400,1,2,Silver,Metal,60,76,"Moderate performance, expensive.",,,,,,,
Butane,Oxygen,Butanone,250,400,1,2,Platinum,Metal,85,95,"High yield and selectivity, but costly.",,,,,,,
Butane,Oxygen,Butanone,250,400,1,2,Palladium,Metal,82,93,"Excellent performance, expensive.",,,,,,,
Butane,Oxygen,Butanone,250,400,1,2,Gold,Metal,78,90,"High selectivity, but lower yield compared to Pt/Pd.",,,,,,,
Butane,Oxygen,Butanone,250,400,1,2,Rhodium,Metal,80,92,"High performance, very expensive.",,,,,,,
Butane,Oxygen,Butanone,250,400,1,2,Ruthenium,Metal,77,89,"Good activity, but less commonly used.",,,,,,,
Butane,Oxygen,Butanone,250,400,1,2,Osmium,Metal,70,85,"Moderate performance, rarely used due to cost.",,,,,,,
Butane,Oxygen,Butanone,250,400,1,2,Iridium,Metal,79,91,"High performance, very expensive.",,,,,,,
Butane,Oxygen,Butanone,250,400,1,2,Aluminum oxide,Metal Oxide,55,68,"Low to moderate activity, used as a support material.",,,,,,,
Butane,Oxygen,Butanone,250,400,1,2,Silicon dioxide,Metal Oxide,50,65,"Low activity, primarily used as a support.",,,,,,,
Butane,Oxygen,Butanone,250,400,1,2,Zirconia,Metal Oxide,65,80,"Moderate performance, stable under reaction conditions.",,,,,,,
Butane,Oxygen,Butanone,250,400,1,2,Ceria,Metal Oxide,70,85,"Good redox properties, high selectivity.",,,,,,,
Butane,Oxygen,Butanone,250,400,1,2,Magnesium oxide,Metal Oxide,58,72,"Moderate activity, basic properties.",,,,,,,
Butane,Oxygen,Butanone,250,400,1,2,Calcium oxide,Metal Oxide,60,75,"Moderate performance, basic catalyst.",,,,,,,
Butane,Oxygen,Butanone,250,400,1,2,Titanium dioxide,Metal Oxide,62,78,"Good activity, stable under reaction conditions.",,,,,,,
Butane,Oxygen,Butanone,250,400,1,2,Vanadium pentoxide,Metal Oxide,68,82,"High activity, commonly used in oxidation reactions.",,,,,,,
Butane,Oxygen,Butanone,250,400,1,2,Tungsten oxide,Metal Oxide,72,88,"Excellent performance, high selectivity.",,,,,,,
Butane,Oxygen,Butanone,250,400,1,2,Molybdenum oxide,Metal Oxide,75,90,"High yield and selectivity, widely used.",,,,,,,
Butane,Oxygen,Butanone,250,400,1,2,Niobium oxide,Metal Oxide,67,83,"Moderate performance, stable catalyst.",,,,,,,
Butane,Oxygen,Butanone,250,400,1,2,Tungsten carbide,Carbide,74,87,"High activity, good selectivity.",,,,,,,
Butane,Oxygen,Butanone,250,400,1,2,Molybdenum carbide,Carbide,76,89,"Excellent performance, stable under reaction conditions.",,,,,,,
Butane,Oxygen,Butanone,250,400,1,2,Nickel phosphide,Phosphide,73,86,"High activity, good selectivity.",,,,,,,
Butane,Oxygen,Butanone,250,400,1,2,Cobalt phosphide,Phosphide,71,84,"Good performance, stable catalyst.",,,,,,,
Butane,Oxygen,Butanone,250,400,1,2,Zinc,Metal,52,67,"Low to moderate activity, rarely used.",,,,,,,
Butane,Oxygen,Butyric Acid,200,350,1,2,Cobalt,Metal,70,85,"High activity, good selectivity for butyric acid.",,,,,,,
Butane,Oxygen,Butyric Acid,200,350,1,2,Nickel,Metal,75,88,"Excellent performance, widely used in oxidation reactions.",,,,,,,
Butane,Oxygen,Butyric Acid,200,350,1,2,Iron,Metal,60,75,"Moderate activity, cost-effective.",,,,,,,
Butane,Oxygen,Butyric Acid,200,350,1,2,Copper,Metal,65,80,"Good activity, but sensitive to reaction conditions.",,,,,,,
Butane,Oxygen,Butyric Acid,200,350,1,2,Platinum,Metal,85,95,"High yield and selectivity, but costly.",,,,,,,
Butane,Oxygen,Butyric Acid,200,350,1,2,Palladium,Metal,82,93,"Excellent performance, expensive.",,,,,,,
Butane,Oxygen,Butyric Acid,200,350,1,2,Rhodium,Metal,80,92,"High performance, very expensive.",,,,,,,
Butane,Oxygen,Butyric Acid,200,350,1,2,Ruthenium,Metal,77,89,"Good activity, but less commonly used.",,,,,,,
Butane,Oxygen,Butyric Acid,200,350,1,2,Vanadium,Metal,68,82,"Moderate activity, good for oxidation reactions.",,,,,,,
Butane,Oxygen,Butyric Acid,200,350,1,2,Tungsten,Metal,72,87,"High selectivity, stable under reaction conditions.",,,,,,,
Butane,Oxygen,Butyric Acid,200,350,1,2,Molybdenum,Metal,74,90,"Excellent performance, commonly used in oxidation reactions.",,,,,,,
Butane,Oxygen,Butyric Acid,200,350,1,2,Titanium,Metal,58,72,"Low to moderate activity, requires optimization.",,,,,,,
Butane,Oxygen,Butyric Acid,200,350,1,2,Zirconium,Metal,62,78,Stable but moderate performance.,,,,,,,
Butane,Oxygen,Butyric Acid,200,350,1,2,Chromium,Metal,55,70,"Moderate activity, prone to deactivation.",,,,,,,
Butane,Oxygen,Butyric Acid,200,350,1,2,Cobalt oxide,Metal Oxide,73,86,"High activity, good selectivity for butyric acid.",,,,,,,
Butane,Oxygen,Butyric Acid,200,350,1,2,Nickel oxide,Metal Oxide,76,89,"Excellent performance, widely used in oxidation reactions.",,,,,,,
Butane,Oxygen,Butyric Acid,200,350,1,2,Iron oxide,Metal Oxide,65,80,"Moderate activity, cost-effective.",,,,,,,
Butane,Oxygen,Butyric Acid,200,350,1,2,Copper oxide,Metal Oxide,67,83,"Good activity, but sensitive to reaction conditions.",,,,,,,
Butane,Oxygen,Butyric Acid,200,350,1,2,Platinum oxide,Metal Oxide,84,94,"High yield and selectivity, but costly.",,,,,,,
Butane,Oxygen,Butyric Acid,200,350,1,2,Palladium oxide,Metal Oxide,81,92,"Excellent performance, expensive.",,,,,,,
Butane,Oxygen,Butyric Acid,200,350,1,2,Rhodium oxide,Metal Oxide,79,91,"High performance, very expensive.",,,,,,,
Butane,Oxygen,Butyric Acid,200,350,1,2,Ruthenium oxide,Metal Oxide,76,88,"Good activity, but less commonly used.",,,,,,,
Butane,Oxygen,Butyric Acid,200,350,1,2,Osmium oxide,Metal Oxide,70,85,"Moderate performance, rarely used due to cost.",,,,,,,
Butane,Oxygen,Butyric Acid,200,350,1,2,Iridium oxide,Metal Oxide,78,90,"High performance, very expensive.",,,,,,,
Butane,Oxygen,Butyric Acid,200,350,1,2,Aluminum oxide,Metal Oxide,55,68,"Low to moderate activity, used as a support material.",,,,,,,
Butane,Oxygen,Butyric Acid,200,350,1,2,Silicon dioxide,Metal Oxide,50,65,"Low activity, primarily used as a support.",,,,,,,
